"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"天満区民会館","下里","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　","津波浸水予測地域","","","","","","","",4,135.92983,33.5779596,"","","",0,0,20,20,"那智勝浦町大字下里2599-0","",""
"下里学童保育所","下里","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　内水氾濫　","津波浸水予測地域","","","耐震　","","","","",5,135.9200134,33.57310507,"","","",0,0,80,0,"那智勝浦町大字粉白33-0","",""
"(旧)浦神小学校","浦神","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　津波浸水予測地域","","","耐震　","","","","",0,135.8951669,33.55865345,"","","",0,0,350,0,"那智勝浦町大字浦神1804-0","",""
"(旧)出合小学校（グラウンド）","太田","グラウンド","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　","","","","","","","",0,135.8402628,33.60077082,"","","",0,0,208,0,"那智勝浦町大字小匠58-0","",""
"(旧)太田中学校","太田","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　","","","非耐震","","","","",0,135.8907353,33.59870333,"","","",0,0,528,0,"那智勝浦町大字南大居220-0","",""
"(旧)妙法小学校（グラウンド）","色川","グラウンド","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　","","","","","","","",0,135.878485,33.63996436,"","","",0,0,333,0,"那智勝浦町大字南平野1199-0","",""
"勝浦認定こども園","勝浦","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","津波浸水予測地域","","","","","","","",0,135.9412505,33.6327408,"","","",0,0,118,0,"那智勝浦町大字天満796-3","",""
"宇久井区民会館","宇久井","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","津波浸水予測地域","","","耐震　","","","","",0,135.9717614,33.65990669,"","","",0,0,72,0,"那智勝浦町大字宇久井236-0","",""
"宇久井出張所","宇久井","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","土砂災害予測地域　津波浸水予測地域","","","非耐震","有","○","○","毛布、投光器、発電機、缶詰パン、飲料水",0,135.9726266,33.66212426,"○","","",0,0,20,0,"那智勝浦町大字宇久井113-0","",""
"宇久井保育所","宇久井","","那智勝浦町","避難所","洪水　崖崩れ・土石流及び地滑り　","津波浸水予測地域","","","耐震　","","","","",0,135.9721732,33.66001795,"","","",0,0,90,0,"那智勝浦町大字宇久井246-0","",""
