"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"寺の岡","島田","","印南町","避難場所","津波　","","","☆☆☆","","","","","",0,135.250975,33.7951363,"","","",0,0,0,0,"印南町大字島田1037-1","","","",,
"いなみこども園","印南町内","印南","印南町","福祉避難所","洪水　崖崩れ・土石流及び地滑り　高潮　内水氾濫　地震　津波　","","","","耐震　","","","","",29,135.2227328,33.82257751,"","○","",0,0,50,100,"印南町大字山口150-3","","","",,
"カルフール・ド・ルポ印南","","","印南町","福祉避難所","","","","","","","","","",30,135.2216007,33.82196571,"","","",0,0,0,0,"印南町大字山口150-1","","指定避難所","",,
"楠本集会所上","楠本","","印南町","避難場所","津波　","","","☆☆☆","","","","","",30,135.253689,33.8124948,"","","",0,0,0,0,"印南町大字島田100-0","","指定緊急避難場所","",,
"名杭墓地付近","名杭","","印南町","避難場所","津波　","","","☆☆☆","","","","","",30,135.255993,33.8073736,"","","",0,0,0,0,"印南町大字島田241-0","","指定緊急避難場所","",,
"高垣集会所上墓地","高垣","","印南町","避難場所","津波　","","","☆☆☆","","","","","",25,135.249695,33.810791,"","","",0,0,0,0,"印南町大字西ノ地2373-0","","指定緊急避難場所","",,
"丸山","西ノ地","","印南町","避難場所","津波　","","","☆☆☆","","","","","",24,135.245501,33.8041321,"","","",0,0,0,0,"印南町大字西ノ地1421-0","","指定緊急避難場所","",,
"千手観音","西ノ地","","印南町","避難場所","津波　","","","☆☆☆","","","","","",18,135.243637,33.8081445,"","","",0,0,0,0,"印南町大字西ノ地1957-1","","指定緊急避難場所","",,
"光明寺上町道","島田","","印南町","避難場所","津波　","","","☆☆☆","","","","","",21,135.244388,33.7960283,"","","",0,0,0,0,"印南町大字島田1223-7","","指定緊急避難場所","",,
"島田農免峠","島田","","印南町","避難場所","津波　","","","☆☆☆","","","","","",28,135.245989,33.7971381,"","","",0,0,0,0,"印南町大字島田3015-0","","","",,
"県道沿い畑","山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",37,135.2218739,33.83467205,"","","",0,0,0,0,"印南町大字山口0-0","","指定緊急避難場所","",,
"西山口高速側道","山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",35,135.220731,33.8363499,"","","",0,0,0,0,"印南町大字山口1054-0","","指定緊急避難場所","",,
"仙光寺","山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",25,135.225074,33.8307386,"","","",0,0,0,0,"印南町大字山口558-0","","指定緊急避難場所","",,
"八幡神社","山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",22,135.220866,33.8318145,"","","",0,0,0,0,"印南町大字山口1198-0","","指定緊急避難場所","",,
"印南変電所上","山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",25,135.220972,33.8246574,"","","",0,0,0,0,"印南町大字山口1067-0","","指定緊急避難場所","",,
"印南インターチェンジ","地方","","印南町","避難場所","津波　","","","☆☆☆","","","","","",23,135.218347,33.8245486,"","","",0,0,0,0,"印南町大字山口1522-4","","指定緊急避難場所","",,
"かえるの里","宇杉 山口","","印南町","避難場所","津波　","","","☆☆☆","","","","","",25,135.222365,33.8215149,"","","",0,0,0,0,"印南町大字山口150-0","","指定緊急避難場所","",,
"宇杉ヶ丘","宇杉","","印南町","避難場所","津波　","","","☆☆☆","","","","","",25,135.224104,33.8162471,"","","",0,0,0,0,"印南町大字印南2721-3","","指定緊急避難場所","",,
